name,description,shortDescription,sku,stock,category,subcategory,subsubcategory,status,featured,newArrival,todaysSpecial,delivery_type,brand,air_purifying,pet_friendly,seoTitle,seoDescription,seoKeywords,slug,mainImage,galleryImages,imagePersonalization,textPersonalization,features,badges,price,discounted_price,variants
Theme 1,Theme 1 description,Short for Theme 1,theme-1-011,100,Cakes,Cakes BYTHEME,Theme 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 1 SEO Title,Theme 1 SEO Desc,Theme 1 keywords,theme-1,theme-1.png,"[theme-1-g1.png,theme-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2,Theme 2 description,Short for Theme 2,theme-2-012,100,Cakes,Cakes BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-2,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3,Theme 3 description,Short for Theme 3,theme-3-013,100,Cakes,Cakes BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-3,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4,Theme 4 description,Short for Theme 4,theme-4-014,100,Cakes,Cakes BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-4,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5,Theme 5 description,Short for Theme 5,theme-5-015,100,Cakes,Cakes BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-5,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1,Occasion 1 description,Short for Occasion 1,occasion-1-016,100,Cakes,Cakes BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-1,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2,Occasion 2 description,Short for Occasion 2,occasion-2-017,100,Cakes,Cakes BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-2,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3,Occasion 3 description,Short for Occasion 3,occasion-3-018,100,Cakes,Cakes BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-3,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 4,Occasion 4 description,Short for Occasion 4,occasion-4-019,100,Cakes,Cakes BYOCCASION,Occasion 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 4 SEO Title,Occasion 4 SEO Desc,Occasion 4 keywords,occasion-4,occasion-4.png,"[occasion-4-g1.png,occasion-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 5,Occasion 5 description,Short for Occasion 5,occasion-5-020,100,Cakes,Cakes BYOCCASION,Occasion 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 5 SEO Title,Occasion 5 SEO Desc,Occasion 5 keywords,occasion-5,occasion-5.png,"[occasion-5-g1.png,occasion-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 1,Combo 1 description,Short for Combo 1,combo-1-021,100,Cakes,Cakes COMBO,Combo 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 1 SEO Title,Combo 1 SEO Desc,Combo 1 keywords,combo-1,combo-1.png,"[combo-1-g1.png,combo-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 2,Combo 2 description,Short for Combo 2,combo-2-022,100,Cakes,Cakes COMBO,Combo 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 2 SEO Title,Combo 2 SEO Desc,Combo 2 keywords,combo-2,combo-2.png,"[combo-2-g1.png,combo-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 3,Combo 3 description,Short for Combo 3,combo-3-023,100,Cakes,Cakes COMBO,Combo 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 3 SEO Title,Combo 3 SEO Desc,Combo 3 keywords,combo-3,combo-3.png,"[combo-3-g1.png,combo-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 4,Combo 4 description,Short for Combo 4,combo-4-024,100,Cakes,Cakes COMBO,Combo 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 4 SEO Title,Combo 4 SEO Desc,Combo 4 keywords,combo-4,combo-4.png,"[combo-4-g1.png,combo-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 5,Combo 5 description,Short for Combo 5,combo-5-025,100,Cakes,Cakes COMBO,Combo 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 5 SEO Title,Combo 5 SEO Desc,Combo 5 keywords,combo-5,combo-5.png,"[combo-5-g1.png,combo-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 1,Type 1 description,Short for Type 1,type-1-026,100,Flowers,Flowers BYTYPE,Type 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 1 SEO Title,Type 1 SEO Desc,Type 1 keywords,type-1,type-1.png,"[type-1-g1.png,type-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2,Type 2 description,Short for Type 2,type-2-027,100,Flowers,Flowers BYTYPE,Type 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-2,type-2.png,"[type-2-g1.png,type-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3,Type 3 description,Short for Type 3,type-3-028,100,Flowers,Flowers BYTYPE,Type 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-3,type-3.png,"[type-3-g1.png,type-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4,Type 4 description,Short for Type 4,type-4-029,100,Flowers,Flowers BYTYPE,Type 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-4,type-4.png,"[type-4-g1.png,type-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5,Type 5 description,Short for Type 5,type-5-030,100,Flowers,Flowers BYTYPE,Type 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-5,type-5.png,"[type-5-g1.png,type-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Color 1,Color 1 description,Short for Color 1,color-1-031,100,Flowers,Flowers BYCOLOR,Color 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Color 1 SEO Title,Color 1 SEO Desc,Color 1 keywords,color-1,color-1.png,"[color-1-g1.png,color-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Color 2,Color 2 description,Short for Color 2,color-2-032,100,Flowers,Flowers BYCOLOR,Color 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Color 2 SEO Title,Color 2 SEO Desc,Color 2 keywords,color-2,color-2.png,"[color-2-g1.png,color-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Color 3,Color 3 description,Short for Color 3,color-3-033,100,Flowers,Flowers BYCOLOR,Color 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Color 3 SEO Title,Color 3 SEO Desc,Color 3 keywords,color-3,color-3.png,"[color-3-g1.png,color-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Color 4,Color 4 description,Short for Color 4,color-4-034,100,Flowers,Flowers BYCOLOR,Color 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Color 4 SEO Title,Color 4 SEO Desc,Color 4 keywords,color-4,color-4.png,"[color-4-g1.png,color-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Color 5,Color 5 description,Short for Color 5,color-5-035,100,Flowers,Flowers BYCOLOR,Color 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Color 5 SEO Title,Color 5 SEO Desc,Color 5 keywords,color-5,color-5.png,"[color-5-g1.png,color-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 1,Theme 1 description,Short for Theme 1,theme-1-036,100,Flowers,Flowers BYTHEME,Theme 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 1 SEO Title,Theme 1 SEO Desc,Theme 1 keywords,theme-1,theme-1.png,"[theme-1-g1.png,theme-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2,Theme 2 description,Short for Theme 2,theme-2-037,100,Flowers,Flowers BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-2,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3,Theme 3 description,Short for Theme 3,theme-3-038,100,Flowers,Flowers BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-3,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4,Theme 4 description,Short for Theme 4,theme-4-039,100,Flowers,Flowers BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-4,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5,Theme 5 description,Short for Theme 5,theme-5-040,100,Flowers,Flowers BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-5,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1,Occasion 1 description,Short for Occasion 1,occasion-1-041,100,Flowers,Flowers BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-1,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2,Occasion 2 description,Short for Occasion 2,occasion-2-042,100,Flowers,Flowers BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-2,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3,Occasion 3 description,Short for Occasion 3,occasion-3-043,100,Flowers,Flowers BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-3,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 4,Occasion 4 description,Short for Occasion 4,occasion-4-044,100,Flowers,Flowers BYOCCASION,Occasion 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 4 SEO Title,Occasion 4 SEO Desc,Occasion 4 keywords,occasion-4,occasion-4.png,"[occasion-4-g1.png,occasion-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 5,Occasion 5 description,Short for Occasion 5,occasion-5-045,100,Flowers,Flowers BYOCCASION,Occasion 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 5 SEO Title,Occasion 5 SEO Desc,Occasion 5 keywords,occasion-5,occasion-5.png,"[occasion-5-g1.png,occasion-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 1,Combo 1 description,Short for Combo 1,combo-1-046,100,Flowers,Flowers COMBO,Combo 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 1 SEO Title,Combo 1 SEO Desc,Combo 1 keywords,combo-1,combo-1.png,"[combo-1-g1.png,combo-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 2,Combo 2 description,Short for Combo 2,combo-2-047,100,Flowers,Flowers COMBO,Combo 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 2 SEO Title,Combo 2 SEO Desc,Combo 2 keywords,combo-2,combo-2.png,"[combo-2-g1.png,combo-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 3,Combo 3 description,Short for Combo 3,combo-3-048,100,Flowers,Flowers COMBO,Combo 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 3 SEO Title,Combo 3 SEO Desc,Combo 3 keywords,combo-3,combo-3.png,"[combo-3-g1.png,combo-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 4,Combo 4 description,Short for Combo 4,combo-4-049,100,Flowers,Flowers COMBO,Combo 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 4 SEO Title,Combo 4 SEO Desc,Combo 4 keywords,combo-4,combo-4.png,"[combo-4-g1.png,combo-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Combo 5,Combo 5 description,Short for Combo 5,combo-5-050,100,Flowers,Flowers COMBO,Combo 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Combo 5 SEO Title,Combo 5 SEO Desc,Combo 5 keywords,combo-5,combo-5.png,"[combo-5-g1.png,combo-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 1,Type 1 description,Short for Type 1,type-1-051,100,Gifts,Gifts BYTYPE,Type 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 1 SEO Title,Type 1 SEO Desc,Type 1 keywords,type-1,type-1.png,"[type-1-g1.png,type-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2,Type 2 description,Short for Type 2,type-2-052,100,Gifts,Gifts BYTYPE,Type 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-2,type-2.png,"[type-2-g1.png,type-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3,Type 3 description,Short for Type 3,type-3-053,100,Gifts,Gifts BYTYPE,Type 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-3,type-3.png,"[type-3-g1.png,type-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4,Type 4 description,Short for Type 4,type-4-054,100,Gifts,Gifts BYTYPE,Type 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-4,type-4.png,"[type-4-g1.png,type-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5,Type 5 description,Short for Type 5,type-5-055,100,Gifts,Gifts BYTYPE,Type 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-5,type-5.png,"[type-5-g1.png,type-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
