name,description,shortDescription,sku,stock,category,subcategory,subsubcategory,status,featured,newArrival,todaysSpecial,delivery_type,brand,air_purifying,pet_friendly,seoTitle,seoDescription,seoKeywords,slug,mainImage,galleryImages,imagePersonalization,textPersonalization,features,badges,price,discounted_price,variants
Type 2 (copy auto9),Type 2 description,Short for Type 2,type-2-auto9,100,Cakes,Cakes BYTYPE,Type 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-auto9,anniversary-gifts.png,[birthday-balloons-g1.png,birthday-balloons-g2.png,birthday-cakes-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2 (copy auto10),Type 2 description,Short for Type 2,type-2-auto10,100,Cakes,Cakes BYTYPE,Type 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-auto10,anniversary-plants.png,[birthday-cakes-g2.png,birthday-chocolates-g1.png,birthday-chocolates-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2 (copy auto11),Type 2 description,Short for Type 2,type-2-auto11,100,Cakes,Cakes BYTYPE,Type 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-auto11,anniversary-sweets.png,[birthday-dry-fruits-g1.png,birthday-dry-fruits-g2.png,birthday-flowers-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2 (copy auto12),Type 2 description,Short for Type 2,type-2-auto12,100,Cakes,Cakes BYTYPE,Type 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-auto12,assorted-flavors-premium-quality-luxury-packaging-dark-chocolate.png,[birthday-flowers-g2.png,birthday-gifts-g1.png,birthday-gifts-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2 (copy auto13),Type 2 description,Short for Type 2,type-2-auto13,100,Cakes,Cakes BYTYPE,Type 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-auto13,balloons-and-chocolates.png,[birthday-plants-g1.png,birthday-plants-g2.png,birthday-sweets-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 2 (copy auto14),Type 2 description,Short for Type 2,type-2-auto14,100,Cakes,Cakes BYTYPE,Type 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 2 SEO Title,Type 2 SEO Desc,Type 2 keywords,type-auto14,balloons-and-flowers.png,[birthday-sweets-g2.png,black-forest-cakes-g1.png,black-forest-cakes-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3,Type 3 description,Short for Type 3,type-3-003,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-3,barbie-doll-cakes.png,[bonsai-plants-g1.png,bonsai-plants-g2.png,brand-1-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto15),Type 3 description,Short for Type 3,type-3-auto15,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto15,besan-ladoo.png,[brand-1-g2.png,brand-2-g1.png,brand-2-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto16),Type 3 description,Short for Type 3,type-3-auto16,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto16,birthday-balloons.png,[brand-3-g1.png,brand-3-g2.png,brand-4-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto17),Type 3 description,Short for Type 3,type-3-auto17,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto17,birthday-cakes.png,[brand-4-g2.png,brand-5-g1.png,brand-5-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto18),Type 3 description,Short for Type 3,type-3-auto18,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto18,birthday-chocolates.png,[brand-combos-g1.png,brand-combos-g2.png,brand-cushions-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto19),Type 3 description,Short for Type 3,type-3-auto19,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto19,birthday-dry-fruits.png,[brand-cushions-g2.png,butterscotch-cakes-g1.png,butterscotch-cakes-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto20),Type 3 description,Short for Type 3,type-3-auto20,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto20,birthday-flowers.png,[cadbury-chocolates-g1.png,cadbury-chocolates-g2.png,cake-combos-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 3 (copy auto21),Type 3 description,Short for Type 3,type-3-auto21,100,Cakes,Cakes BYTYPE,Type 3,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 3 SEO Title,Type 3 SEO Desc,Type 3 keywords,type-auto21,birthday-gifts.png,[cake-combos-g2.png,cake-type-1-1.png,cake-type-2-1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4,Type 4 description,Short for Type 4,type-4-004,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-4,birthday-plants.png,[cake-type-3-1.png,cakes-and-chocolates-g1.png,cakes-and-chocolates-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto22),Type 4 description,Short for Type 4,type-4-auto22,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto22,birthday-sweets.png,[cakes-and-flowers-g1.png,cakes-and-flowers-g2.png,cakes-and-teddies-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto23),Type 4 description,Short for Type 4,type-4-auto23,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto23,black-forest-cakes.png,[cakes-and-teddies-g2.png,cartoon-cakes-g1.png,cartoon-cakes-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto24),Type 4 description,Short for Type 4,type-4-auto24,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto24,bonsai-plants.png,[chocolate-cakes-g1.png,chocolate-cakes-g2.png,chocolates-and-flowers-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto25),Type 4 description,Short for Type 4,type-4-auto25,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto25,brand-1.png,[chocolates-and-flowers-g2.png,chocolates-and-sweets-g1.png,chocolates-and-sweets-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto26),Type 4 description,Short for Type 4,type-4-auto26,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto26,brand-2.png,[coconut-barfi-g1.png,coconut-barfi-g2.png,coffee-cakes-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto27),Type 4 description,Short for Type 4,type-4-auto27,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto27,brand-3.png,[coffee-cakes-g2.png,color-1-g1.png,color-1-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 4 (copy auto28),Type 4 description,Short for Type 4,type-4-auto28,100,Cakes,Cakes BYTYPE,Type 4,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 4 SEO Title,Type 4 SEO Desc,Type 4 keywords,type-auto28,brand-4.png,[color-2-g1.png,color-2-g2.png,color-3-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5,Type 5 description,Short for Type 5,type-5-005,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-5,brand-5.png,[color-3-g2.png,color-4-g1.png,color-4-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto29),Type 5 description,Short for Type 5,type-5-auto29,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto29,brand-combos.png,[color-5-g1.png,color-5-g2.png,combo-1-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto30),Type 5 description,Short for Type 5,type-5-auto30,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto30,brand-cushions.png,[combo-1-g2.png,combo-2-g1.png,combo-2-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto31),Type 5 description,Short for Type 5,type-5-auto31,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto31,butterscotch-cakes.png,[combo-3-g1.png,combo-3-g2.png,combo-4-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto32),Type 5 description,Short for Type 5,type-5-auto32,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto32,cadbury-chocolates.png,[combo-4-g2.png,combo-5-g1.png,combo-5-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto33),Type 5 description,Short for Type 5,type-5-auto33,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto33,cake-combos.png,[combos-and-chocolates-g1.png,combos-and-chocolates-g2.png,combos-and-flowers-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto34),Type 5 description,Short for Type 5,type-5-auto34,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto34,cake-type-1.png,[combos-and-flowers-g2.png,cupcakes-g1.png,cupcakes-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Type 5 (copy auto35),Type 5 description,Short for Type 5,type-5-auto35,100,Cakes,Cakes BYTYPE,Type 5,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Type 5 SEO Title,Type 5 SEO Desc,Type 5 keywords,type-auto35,cake-type-2.png,[dark-chocolates-g1.png,dark-chocolates-g2.png,designer-bouquets-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1,Flavor 1 description,Short for Flavor 1,flavor-1-006,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-1,cake-type-3.png,[designer-bouquets-g2.png,designer-cakes-g1.png,designer-cakes-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto111),Flavor 1 description,Short for Flavor 1,flavor-1-auto111,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto111,cakes-and-chocolates.png,[dry-cakes-g1.png,dry-cakes-g2.png,dry-fruits-and-chocolates-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto112),Flavor 1 description,Short for Flavor 1,flavor-1-auto112,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto112,cakes-and-flowers.png,[dry-fruits-and-chocolates-g2.png,dry-fruits-and-flowers-g1.png,dry-fruits-and-flowers-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto113),Flavor 1 description,Short for Flavor 1,flavor-1-auto113,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto113,cakes-and-teddies.png,[eggless-cakes-g1.png,eggless-cakes-g2.png,fastrack-watches-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto114),Flavor 1 description,Short for Flavor 1,flavor-1-auto114,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto114,cartoon-cakes.png,[fastrack-watches-g2.png,festival-sweets-g1.png,festival-sweets-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto115),Flavor 1 description,Short for Flavor 1,flavor-1-auto115,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto115,chocolate-cake-mixed-roses-complete-package-same-day-delivery.png,[first-anniversary-cakes-g1.png,first-anniversary-cakes-g2.png,first-birthday-cakes-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto116),Flavor 1 description,Short for Flavor 1,flavor-1-auto116,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto116,chocolate-cakes.png,[first-birthday-cakes-g2.png,flavor-1-g1.png,flavor-1-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 1 (copy auto117),Flavor 1 description,Short for Flavor 1,flavor-1-auto117,100,Cakes,Cakes BYFLAVOR,Flavor 1,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 1 SEO Title,Flavor 1 SEO Desc,Flavor 1 keywords,flavor-auto117,chocolate-ganache-colorful-sprinkles-custom-message-same-day-delivery.png,[flavor-2-g1.png,flavor-2-g2.png,flavor-3-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 2,Flavor 2 description,Short for Flavor 2,flavor-2-007,100,Cakes,Cakes BYFLAVOR,Flavor 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 2 SEO Title,Flavor 2 SEO Desc,Flavor 2 keywords,flavor-2,chocolates-and-flowers.png,[flavor-3-g2.png,flavor-4-g1.png,flavor-4-g2.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Flavor 2 (copy auto118),Flavor 2 description,Short for Flavor 2,flavor-2-auto118,100,Cakes,Cakes BYFLAVOR,Flavor 2,active,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Flavor 2 SEO Title,Flavor 2 SEO Desc,Flavor 2 keywords,flavor-auto118,chocolates-and-sweets.png,[flavor-5-g1.png,flavor-5-g2.png,flowers-and-cakes-g1.png],TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
